type,status,name_ko,name_en,naver_value,vivino_value,id
region,UNKNOWN,"아마란타 몬테풀치아노 다브루조","Amaranta Montepulciano d'Abruzzo","아브루초","Italy / Central Italy / Abruzzo / Montepulciano d'Abruzzo",e9a142ce-67b6-4b35-9698-8f988dd8c935
region,UNKNOWN,"비에티 모스카토 다스티","Vietti Moscato d'Asti","다스티","Italy / Northern Italy / Piemonte / Moscato d'Asti",7b507b3e-24d0-4ad1-bf73-2b6bc2887767
region,UNKNOWN,"된호프 리슬링","Dönnhoff Riesling","나헤","Germany / Nahe",b7b6ef6b-b4ee-4184-b415-3897c34017fa
region,UNKNOWN,"리비오펠루가 피노그리지오","Livio Felluga Pinot Grigio","프리울리-베네치아 줄리아","Italy / Northern Italy / Friuli-Venezia Giulia / Colli Orientali del Friuli",c3cfd247-594f-42b6-be48-38e1f291b9a7
region,UNKNOWN,"샤또 몬텔레나 나파 샤르도네","Château Montelena Napa Chardonnay","나파","United States / California / North Coast / Napa County / Napa Valley",c63dcead-f14d-4a28-bc01-9bdc8a960a72
region,UNKNOWN,"실버 오크 알렉산더 밸리 까베르네 소비뇽","Silver Oak Alexander Valley Cabernet Sauvignon","알렉산더 밸리","United States / California / North Coast / Sonoma County / Alexander Valley",e4a14d61-edbb-4e13-9d93-f4183e30f540
region,UNKNOWN,"안델루나 1300 말벡","Andeluna 1300 Malbec","튜팔란테","Argentina / Mendoza / Uco Valley",81e00231-b31d-4afc-bc75-00814cff53bb
region,UNKNOWN,"오베르 소노마 코스트 샤르도네","Aubert Sonoma Coast Chardonnay","소노마 코스트","United States / California / North Coast / Sonoma County / Sonoma Coast",943aff0c-5c4d-41a7-83f9-05b3a828245d
region,UNKNOWN,"펠튼 로드 콘월 포인트 피노 누아","Felton Road Cornish Point Pinot Noir","센트럴 오타고","New Zealand / South Island / Central Otago",a14f3134-cc92-4456-aa4b-a8ad87007f19
region,UNKNOWN,"람부르스코 델 아마빌레 로제","Lambrusco dell'Amabile Rosé","에밀리아-로마냐","Italy / Northern Italy / Emilia-Romagna / Emilia",8f9d509d-f554-4465-b9ed-3b9f65d6241f
region,UNKNOWN,"돈호프 리슬링 드라이 화이트 라벨","Donnhoff Riesling Trocken","나헤","Germany / Nahe",0a73381d-860b-4a9b-a7fa-c2d60936fba9
region,UNKNOWN,"브라운 브라더스 모스카토 로제 스파클링","Brown Brothers Moscato Rosé Sparkling","빅토리아","Australia / Victoria / North West Victoria",ecfeb7d2-8225-4b26-a3e8-3637efd7731d
region,UNKNOWN,"코노 수르 20배럴 피노 누아","Cono Sur 20 Barrels Pinot Noir","비오비오","Chile / Aconcagua / Casablanca Valley",c4caaeff-4c18-4347-a68f-662dcd110b88
region,UNKNOWN,"갈란테 로마냐 산지오베제 아파시멘토","Galante Romagna Sangiovese Appassimento","로마냐","Italy / Northern Italy / Emilia-Romagna / Romagna",ed487e70-62c6-4ee0-9a06-fb5d6da12b17
region,UNKNOWN,"도멘 서린 얌힐 뀌베 피노 누아","Domaine Serene Yamhill Cuvée Pinot Noir","윌러멧 밸리","United States / Oregon / Willamette Valley",7889bf01-7f16-42b9-9a82-533812d66697
region,UNKNOWN,"몬테스 클래식 멜롯","Montes Classic Merlot","쿨리마우가","Chile / Central Valley",e9635149-a1c3-4ac0-bf85-a507ed94cc53
region,UNKNOWN,"사무엘 빌로 샤블리 1er 크뤼 몬 드 밀리외 2022","Samuel Billaud Chablis 1er Cru Mont de Milieu 2022","샤블리","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Mont de Milieu'",ea17b73e-22fc-4c3b-a0b8-30cf135f88cb
region,UNKNOWN,"멘델 말벡","Mendel Malbec","멘도사","Argentina / Mendoza",ef9a9d01-8b2f-4ceb-8a53-46009c73aee0
region,UNKNOWN,"까델 보스코 프란치아코르타 뀌베 프레스티지 로제","Cadel Bosco Franciacorta Cuvée Prestige Rosé","롬바르디아, 프란치아코르타","Italy / Northern Italy / Lombardia / Franciacorta",f307677b-ca9b-49ef-88ff-b2173a6bedd2
region,UNKNOWN,"그랜트 버지 5th 제네레이션 바로사 까베르네 메를로","Grant Burge 5th Generation Barossa Cabernet Merlot","바로사","Australia / South Australia / Barossa",f9fee815-17c1-4a7f-a09c-9abfa0c827d6
region,UNKNOWN,"제이오 발도비아데네 프로세코 수페리오레 엑스트라 드라이","J.O Valdobbiadene Prosecco Superiore Extra Dry","발도비아데네","Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco / Conegliano-Valdobbiadene Prosecco Superiore",fccacf60-f483-45a9-868b-33030225423f
region,UNKNOWN,"펠릭스 솔리스 그란 띠에라 레드","Felix Solis Gran Tierra","발데페냐스","Spain / Castilla / Valdepeñas",f63a474f-ea94-42b2-91cf-d98f167a095e
region,UNKNOWN,"비냐마이포 클래식 시리즈 소비뇽 블랑","Viña Maipo Classic Series Sauvignon Blanc","마이포","Chile / Central Valley",e1c49c7b-7b7b-403d-9027-76cb48fe1f95
region,UNKNOWN,"우니꼬 산지오베제","Unico Sangiovese","알려지지 않음","Italy / Northern Italy / Emilia-Romagna / Romagna / Sangiovese di Romagna",fd403109-eb94-444a-8456-26301b546970
region,UNKNOWN,"퀘베도 포트 와인 드라이 화이트","Quevedo Dry White Port","도우로 밸리","Portugal / Northern Portugal / Duriense / Porto",22ebbd9f-dc1b-499e-9a1c-a9f986995f82
region,UNKNOWN,"트리벤토 메리 말벡","Trivento Merry Malbec","멘도사","Argentina / Mendoza",8344b9a5-36d3-4c32-9e66-b303d5e5b56f
region,UNKNOWN,"우니꼬 산지오베제 리제르바","Unico Sangiovese Riserva","알려지지 않음","Italy / Northern Italy / Emilia-Romagna / Romagna / Sangiovese di Romagna",532c1905-e98d-4cb7-9137-d50de5415649
region,UNKNOWN,"도멘 뒤 프레 클로 로제 당주","Domaines du Pré Clos Rosé d'Anjou","앙주","France / Loire Valley / Middle Loire / Anjou / Rosé d'Anjou",cbb5e61d-0497-473f-938b-b024c7da3d91
region,UNKNOWN,"사무엘 로버트 윌러멧 밸리 리저브 피노 누아","Samuel Robert Willamette Valley Reserve Pinot Noir","윌러멧 밸리","United States / Oregon / Willamette Valley",516604e1-d360-44d8-b475-23d2a93417f1
region,UNKNOWN,"카사블랑카 세피로 쿨 리저브 피노 누아","Casablanca Cefiro Cool Reserve Pinot Noir","카사블랑카","Chile / Aconcagua / Casablanca Valley",0fc7049c-0b4d-4857-8f86-92b28c85284a
region,UNKNOWN,"캐빗 컬렉션 피노 그리지오","Cavit Collection Pinot Grigio","알려지지 않음","Italy / Northern Italy / Trentino-Alto Adige / Valdadige",599a1fcd-54c7-49e3-998b-7f39b8c98c29
region,UNKNOWN,"Coume del Mas Banyuls Quintessence","Coume del Mas Banyuls Quintessence","랑그독-루씨용","France / Languedoc-Roussillon / Banyuls",d9f5bdff-f1e3-4687-ad0e-c922a1e8143c
region,UNKNOWN,"펠튼 로드 블록 3 피노 누아","Felton Road Block 3 Pinot Noir","센트럴 오타고","New Zealand / South Island / Central Otago",477d17de-058d-48a1-a72f-ef031b7f2747
region,UNKNOWN,"몬테스 클래식 까베르네 소비뇽","Montes Classic Cabernet Sauvignon","쿨리코 밸리","Chile / Central Valley / Rapel Valley / Colchagua Valley",2c8524c5-1bdc-4ff6-b56d-2990edd497b3
region,UNKNOWN,"도멘 생 뱅상 꼬뜨뒤 론 화이트","Domaine Saint Vincent Côtes du Rhône Blanc","꼬뜨뒤 론","France / Rhone Valley / Southern Rhône / Côtes-du-Rhône / Côtes-du-Rhône-Villages",755648bc-088f-47ec-8f8c-5294b55f4924
region,UNKNOWN,"앙고브 호프 엔드 까베르네 소비뇽","Angove Hope and Cabernet Sauvignon","사우스 오스트레일리아","United States / California / Central Coast / San Luis Obispo County / Paso Robles",5b0b96b6-1848-4672-bf6d-7a1757c60c30
region,UNKNOWN,"된호프 니더하우저 헤르만숄레 리슬링 슈페트레제","Donnhoff Niederhäuser Hermannshöhle Riesling Spätlese","나헤","Germany / Nahe",6c6c87c3-8ac1-4048-aeb4-546bb8011988
region,UNKNOWN,"카르페니 말볼티 프로세코 트레비소","Carpene Malvolti Prosecco Treviso","트레비소","Italy / Northern Italy / Veneto / Prosecco / Prosecco di Treviso",552330d9-740f-49dc-8cb1-2771454f9663
region,UNKNOWN,"군트럼 리슬링","Guntrum Riesling","라인헤센","Germany / Rheinhessen",fc3b6bf8-88fd-4049-a29f-4c1e5d9f5b81
region,UNKNOWN,"텍스트북 나파 카베르네 소비뇽","Textbook Napa Cabernet Sauvignon","나파","United States / California / North Coast / Napa County / Napa Valley / Oakville",442640ed-5471-4e1d-9b84-3fbb65a7a5d3
region,UNKNOWN,"보데가스 스타필레 581 말벡","Bodegas Staphile 581 Malbec","멘도사","Argentina / Mendoza",0e96ecb0-75e8-405d-9598-3f306811f897
region,UNKNOWN,"드라이 리버 피노 누아","Dry River Pinot Noir","마틴보로","New Zealand / North Island / Wairarapa / Martinborough",2c450f08-f21d-4f72-bbf8-340de213b7c4
region,UNKNOWN,"샤토 피죽 프리미에 그랑 크뤼 클라세","Château Figeac Premier Grand Cru Classé","생테밀리옹","France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru",0143cc44-949d-4a65-8b57-2d7dca979ab7
